review,result
"The film lives at that uneasy intersection between affluence and compassion, where the well-meaning well-to-do try to figure out how much of their wealth they need to give away to make a difference.",Fresh
"It's involving and often gripping with wonderful performances by a top cast, although the sum of its parts is less than the story as a whole",Fresh
"The main problem with the film, though, is that it seems to assume that self-obsessed and charmless people are automatically interesting - just for being people. There's definitely a flaw in that logic.",Rotten
"Please Give isn't laugh-out-loud funny, it is witty and clever-a pleasing tale where not much happens, but spending time with the film's characters is enough.",Fresh
"Holofcener takes pretty much everything you're not supposed to talk about at a dinner party and spins it into a ruefully awkward, bone-dry comedy.",Fresh
"The film is more emotionally incisive than it initially appears to be, but equally it ties together a little too neatly when it already has such a concise running time.",Rotten
"Keener never lets us lose sight of something possibly redeemable about Kate, a move which ultimately saves her performance from lapsing into an easy social caricature.",Fresh
Its conclusions are thoughtful and non-judgmental; satisfying even if it pulls a few punches.,Fresh
"Doesn't have much plot, just characters interacting and developing, and its lack of a need for drama is refreshing.",Fresh
"You have to be smart and funny and really aware of yourself to write and direct a film like this, which is exactly what director Nicole Holofcener is.",Fresh
"Funny at times, Please Give is a surprisingly heartwarming coming-of-age film for six adults all passing through different stages of heir life.",Fresh
"In another director's hands, this subject might have been rife with sanctimony. Instead, Holofcener has made a sly, urbane comedy with several smart actresses who make her acerbic dialogue lively and believable, character-driven.",Fresh
"In writer/director Nicole Holofcener's crisp, poignant and funny new movie, Kipling's ""white man's burden"" has evolved into the liberal woman's guilt.",Fresh
"The most underrated American director this side of Richard Linklater, Nicole Holofcener, continues to be a master of The Moment: a tiny but meaningful exchange or look or gesture that conveys more emotion than any awards-bait monologue could.",Fresh
"Holofcener brings a knowing empathy to all her characters, even the cruel cosmetician played by Peet. But she seems to have found a screen surrogate in Keener...",Fresh
Please Give is truly a film for our age; it's darkly comic stuff from a mistress of the miserable-urbanites genre.,Fresh
"About the people who give, the people who don't give and how we finally manage to connect with one another.",Fresh
"10 (1979) is known for its numerical rating system for beautiful women. It described itself as ""a temptingly tasteful comedy for adults",Fresh
Obvious but entertaining portrayal of midlife crisis gone horribly awry.,Fresh
Highly over-rated Dudley Moore comedy.,Rotten
"And oh, the irony, that the film only deserves a '1.'",Rotten
It was a big hit. I have never understood why.,Rotten
"Sexist, juvenile, and pathetically structured, despite the gamest efforts of its actors and the blithe willingness of its famous non-actor.",Rotten
"""10"" explores sexual yearning in a drama that is both funny and right on target with its depiction of the yearnings of men.",Fresh
People tend to forget what a hilarious movie this really is,Fresh
"Blake Edwards's 10 is perhaps the first comedy about terminal yearning. Like all great comedies, it deals with emotions very close to our hearts.",Fresh
"A sporadically funny, marginally interesting fiasco that might have evolved into a memorable romantic comedy.",Rotten
"This passable but not great Blake Edwards picture became known for the huge impact that the beautiful Bo Derek had on hairstyle; Bo's stardom was shortlived, though.",Fresh
"Dudley Moore is periodically funny, Julie Andrews is mostly charming, and Bo Derek is always gorgeous.",Fresh
"10's tossed-off quality keeps it from greatness, but it also distinguishes it from the great mass of contemporary comedies smoothed to a shiny, edgeless formula. [Blu-ray]",Fresh
"A fascinating character study, bittersweet and insightful yet full of tremendous laughs.",Fresh
It has some gags - some are even quite funny - but not nearly enough.,Rotten
"A film with texture, humour and relevance at all times. All in 91 minutes.",Fresh
"In a time of bloated when special effects have become the real stars, going back to a classic like this can remind viewers what movie making is supposed to be about -- acting.",Fresh
Completely deserved its high status of undisputed classic.,Fresh
"Thoroughly engaging, there is nothing dated or corny in Reginald Rose's intensely knowing screenplay and Lumet's energetic direction.",Fresh
"While the composition of juries might change over time, the issues and attitudes that are explored here are timeless, as is this classic film.",Fresh
Cinema heresy that worked.,Fresh
"12 Angry Men (1957) is the gripping, penetrating, and engrossing examination of a diverse group of twelve jurors - all male, mostly middle-aged, white, and",Fresh
"12 Angry Men ranks as the tautest courtroom drama you'll ever see, surpassing Lumet's very good 1982 drama, The Verdict.",Fresh
Pure dynamite in movie form.,Fresh
"This is a film where tension comes from personality conflict, dialogue and body language, not action.",Fresh
Sidney Lumet's debut feels a bit stagy but is never short on tension.,Fresh
"An intense concentration of power, and my all-time favourite film.",Fresh
"Although it may sound ungallant, these 12 Angry Men, are all right without distaff glamour. Their dramas are powerful and provocative enough to keep a viewer spellbound.",Fresh
One-room dramas don't get much better than this,Fresh
"Ainda que se passe em um nico ambiente, esta obra-prima possui um alcance emocional imensurvel - e  incrvel que tenha sido o primeiro longa-metragem de Lumet.",Fresh
